product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,review_content
B000000192,Sample Product 192,Electronics|TV|Smart,₹1705,₹9427,42%,3.2,"28,180",Great quality product with nice features.,Do not buy this waste of money.
B000000193,Sample Product 193,Home|Kitchen|Appliances,₹2663,₹6559,32%,4.6,"34,755",Great quality product with nice features.,"Terrible, broke after one day."
B000000194,Sample Product 194,Home|Kitchen|Appliances,₹3521,₹7510,25%,3.9,"18,625",Great quality product with nice features.,"Terrible, broke after one day."
B000000195,Sample Product 195,Computers|Laptops|Gaming,₹3617,₹7617,58%,3.6,"20,351",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000196,Sample Product 196,Computers|Laptops|Gaming,₹2497,₹9653,22%,2.3,"26,682",Great quality product with nice features.,Do not buy this waste of money.
B000000197,Sample Product 197,Clothing|Men|Shirts,₹3835,₹3489,40%,3.8,"23,989",Great quality product with nice features.,"Terrible, broke after one day."
B000000198,Sample Product 198,Electronics|TV|Smart,₹2970,₹9718,49%,2.4,"15,471",Great quality product with nice features.,"It is okay, nothing special."
B000000199,Sample Product 199,Home|Kitchen|Appliances,₹1260,₹6728,77%,3.0,"24,705",Great quality product with nice features.,"It is okay, nothing special."
B000000200,Sample Product 200,Home|Kitchen|Appliances,₹4954,₹6971,57%,2.4,"38,737",Great quality product with nice features.,Do not buy this waste of money.
B000000201,Sample Product 201,Clothing|Men|Shirts,₹342,₹3363,34%,4.1,"29,378",Great quality product with nice features.,"Terrible, broke after one day."
B000000202,Sample Product 202,Home|Kitchen|Appliances,₹2690,₹1677,64%,2.6,"28,573",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000203,Sample Product 203,Electronics|TV|Smart,₹1163,₹5260,36%,3.2,"7,494",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000204,Sample Product 204,Clothing|Men|Shirts,₹4424,₹511,71%,4.7,"4,104",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000205,Sample Product 205,Electronics|TV|Smart,₹2695,₹5752,71%,2.6,"34,845",Great quality product with nice features.,"It is okay, nothing special."
B000000206,Sample Product 206,Clothing|Men|Shirts,₹1019,₹4899,32%,3.5,"2,995",Great quality product with nice features.,"Terrible, broke after one day."
B000000207,Sample Product 207,Clothing|Men|Shirts,₹105,₹8734,48%,3.3,"3,745",Great quality product with nice features.,"Terrible, broke after one day."
B000000208,Sample Product 208,Computers|Laptops|Gaming,₹567,₹9635,45%,2.1,"47,235",Great quality product with nice features.,"It is okay, nothing special."
B000000209,Sample Product 209,Electronics|TV|Smart,₹4270,₹5945,67%,4.4,"47,292",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000210,Sample Product 210,Home|Kitchen|Appliances,₹103,₹7070,27%,2.2,"27,333",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000211,Sample Product 211,Home|Kitchen|Appliances,₹745,₹9696,79%,3.4,"5,595",Great quality product with nice features.,Do not buy this waste of money.
B000000212,Sample Product 212,Electronics|TV|Smart,₹217,₹8712,52%,3.7,"40,300",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000213,Sample Product 213,Home|Kitchen|Appliances,₹3028,₹906,36%,3.9,"7,372",Great quality product with nice features.,"Terrible, broke after one day."
B000000214,Sample Product 214,Home|Kitchen|Appliances,₹2651,₹9706,61%,4.1,"47,316",Great quality product with nice features.,"Terrible, broke after one day."
B000000215,Sample Product 215,Electronics|TV|Smart,₹4389,₹4931,37%,2.8,"18,029",Great quality product with nice features.,"Terrible, broke after one day."
B000000216,Sample Product 216,Clothing|Men|Shirts,₹946,₹5743,28%,2.0,"35,913",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000217,Sample Product 217,Electronics|TV|Smart,₹2862,₹7042,43%,4.2,"13,991",Great quality product with nice features.,Do not buy this waste of money.
B000000218,Sample Product 218,Clothing|Men|Shirts,₹1241,₹7436,38%,3.6,"46,852",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000219,Sample Product 219,Home|Kitchen|Appliances,₹1910,₹9406,60%,4.5,"16,627",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000220,Sample Product 220,Home|Kitchen|Appliances,₹823,₹4646,32%,4.5,"20,470",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000221,Sample Product 221,Home|Kitchen|Appliances,₹324,₹640,41%,4.5,"40,723",Great quality product with nice features.,"Terrible, broke after one day."
B000000222,Sample Product 222,Computers|Laptops|Gaming,₹4727,₹5382,11%,3.5,"40,038",Great quality product with nice features.,"It is okay, nothing special."
B000000223,Sample Product 223,Clothing|Men|Shirts,₹4308,₹6512,72%,3.0,"7,131",Great quality product with nice features.,"Terrible, broke after one day."
B000000224,Sample Product 224,Computers|Laptops|Gaming,₹4754,₹1463,41%,4.4,"6,829",Great quality product with nice features.,"It is okay, nothing special."
B000000225,Sample Product 225,Computers|Laptops|Gaming,₹2148,₹7651,60%,3.4,"41,613",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000226,Sample Product 226,Electronics|TV|Smart,₹4849,₹9064,69%,2.6,"46,989",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000227,Sample Product 227,Computers|Laptops|Gaming,₹4515,₹4110,69%,4.6,"39,100",Great quality product with nice features.,"It is okay, nothing special."
B000000228,Sample Product 228,Electronics|TV|Smart,₹1673,₹7394,51%,4.6,"46,166",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000229,Sample Product 229,Electronics|TV|Smart,₹1928,₹7811,24%,3.4,"17,884",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000230,Sample Product 230,Computers|Laptops|Gaming,₹2017,₹605,23%,2.2,"43,060",Great quality product with nice features.,"It is okay, nothing special."
B000000231,Sample Product 231,Clothing|Men|Shirts,₹4334,₹6039,33%,3.2,"18,543",Great quality product with nice features.,"Terrible, broke after one day."
B000000232,Sample Product 232,Clothing|Men|Shirts,₹2126,₹7287,78%,4.4,"42,933",Great quality product with nice features.,"Terrible, broke after one day."
B000000233,Sample Product 233,Clothing|Men|Shirts,₹3844,₹2637,64%,4.7,"10,451",Great quality product with nice features.,"Terrible, broke after one day."
B000000234,Sample Product 234,Clothing|Men|Shirts,₹1001,₹4945,22%,2.6,"20,424",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000235,Sample Product 235,Clothing|Men|Shirts,₹4885,₹4030,39%,2.2,"2,036",Great quality product with nice features.,"Terrible, broke after one day."
B000000236,Sample Product 236,Computers|Laptops|Gaming,₹2139,₹1786,47%,4.6,"44,232",Great quality product with nice features.,Do not buy this waste of money.
B000000237,Sample Product 237,Computers|Laptops|Gaming,₹109,₹7552,15%,3.2,"40,746",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000238,Sample Product 238,Home|Kitchen|Appliances,₹360,₹4154,53%,3.6,"17,242",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000239,Sample Product 239,Clothing|Men|Shirts,₹1773,₹7602,42%,4.9,"23,155",Great quality product with nice features.,"Terrible, broke after one day."
B000000240,Sample Product 240,Computers|Laptops|Gaming,₹2319,₹2859,68%,2.2,"25,626",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000241,Sample Product 241,Home|Kitchen|Appliances,₹2160,₹8605,73%,3.9,"44,951",Great quality product with nice features.,"It is okay, nothing special."
B000000242,Sample Product 242,Clothing|Men|Shirts,₹3813,₹9136,12%,2.2,"33,067",Great quality product with nice features.,"Terrible, broke after one day."
B000000243,Sample Product 243,Electronics|TV|Smart,₹1719,₹6941,38%,3.1,"33,692",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000244,Sample Product 244,Home|Kitchen|Appliances,₹420,₹5547,52%,4.4,"13,332",Great quality product with nice features.,Do not buy this waste of money.
B000000245,Sample Product 245,Computers|Laptops|Gaming,₹1442,₹8727,60%,3.3,"20,691",Great quality product with nice features.,"It is okay, nothing special."
B000000246,Sample Product 246,Electronics|TV|Smart,₹2476,₹5703,69%,5.0,"19,184",Great quality product with nice features.,Do not buy this waste of money.
B000000247,Sample Product 247,Electronics|TV|Smart,₹2932,₹2298,35%,3.7,"39,347",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000248,Sample Product 248,Electronics|TV|Smart,₹2924,₹5791,8%,3.0,"4,876",Great quality product with nice features.,Do not buy this waste of money.
B000000249,Sample Product 249,Home|Kitchen|Appliances,₹2094,₹5995,54%,2.7,"12,255",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000250,Sample Product 250,Computers|Laptops|Gaming,₹3058,₹6784,73%,3.1,"28,622",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000251,Sample Product 251,Electronics|TV|Smart,₹2138,₹7785,34%,3.1,"10,906",Great quality product with nice features.,Do not buy this waste of money.
B000000252,Sample Product 252,Clothing|Men|Shirts,₹3590,₹1800,63%,2.2,"46,122",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000253,Sample Product 253,Electronics|TV|Smart,₹3777,₹7369,71%,3.1,"15,883",Great quality product with nice features.,"Terrible, broke after one day."
B000000254,Sample Product 254,Electronics|TV|Smart,₹1218,₹9935,79%,3.4,"19,042",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000255,Sample Product 255,Home|Kitchen|Appliances,₹1704,₹3597,49%,4.2,"29,099",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000256,Sample Product 256,Home|Kitchen|Appliances,₹4127,₹5116,8%,4.0,"42,432",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000257,Sample Product 257,Computers|Laptops|Gaming,₹335,₹509,30%,4.1,"33,710",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000258,Sample Product 258,Clothing|Men|Shirts,₹2069,₹6252,31%,2.0,"34,676",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000259,Sample Product 259,Home|Kitchen|Appliances,₹4529,₹6795,50%,2.7,"4,838",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000260,Sample Product 260,Electronics|TV|Smart,₹2008,₹5315,68%,4.0,"46,449",Great quality product with nice features.,Do not buy this waste of money.
B000000261,Sample Product 261,Computers|Laptops|Gaming,₹475,₹1572,55%,3.5,"24,490",Great quality product with nice features.,"Terrible, broke after one day."
B000000262,Sample Product 262,Electronics|TV|Smart,₹3630,₹3725,54%,2.0,"17,628",Great quality product with nice features.,"Terrible, broke after one day."
B000000263,Sample Product 263,Electronics|TV|Smart,₹2735,₹1816,10%,4.4,"5,697",Great quality product with nice features.,"It is okay, nothing special."
B000000264,Sample Product 264,Home|Kitchen|Appliances,₹1670,₹6199,63%,4.3,"48,995",Great quality product with nice features.,Do not buy this waste of money.
B000000265,Sample Product 265,Computers|Laptops|Gaming,₹2660,₹7307,19%,3.6,"13,544",Great quality product with nice features.,Do not buy this waste of money.
B000000266,Sample Product 266,Clothing|Men|Shirts,₹3491,₹7174,34%,2.2,"12,616",Great quality product with nice features.,"Terrible, broke after one day."
B000000267,Sample Product 267,Clothing|Men|Shirts,₹3065,₹4183,46%,4.3,"1,467",Great quality product with nice features.,Do not buy this waste of money.
B000000268,Sample Product 268,Home|Kitchen|Appliances,₹3743,₹7727,41%,3.8,"30,772",Great quality product with nice features.,"Terrible, broke after one day."
B000000269,Sample Product 269,Home|Kitchen|Appliances,₹3950,₹3773,46%,4.3,"18,351",Great quality product with nice features.,Do not buy this waste of money.
B000000270,Sample Product 270,Computers|Laptops|Gaming,₹972,₹7500,39%,4.3,376,Great quality product with nice features.,"Amazing product, totally worth it!"
B000000271,Sample Product 271,Clothing|Men|Shirts,₹1352,₹645,10%,4.4,"33,031",Great quality product with nice features.,"Terrible, broke after one day."
B000000272,Sample Product 272,Clothing|Men|Shirts,₹1414,₹5510,72%,3.6,"20,747",Great quality product with nice features.,"Terrible, broke after one day."
B000000273,Sample Product 273,Clothing|Men|Shirts,₹4920,₹3540,22%,2.4,"22,887",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000274,Sample Product 274,Electronics|TV|Smart,₹2998,₹982,77%,4.0,"44,349",Great quality product with nice features.,Do not buy this waste of money.
B000000275,Sample Product 275,Clothing|Men|Shirts,₹177,₹3679,33%,3.9,"42,905",Great quality product with nice features.,Do not buy this waste of money.
B000000276,Sample Product 276,Electronics|TV|Smart,₹2721,₹1749,63%,4.2,"32,652",Great quality product with nice features.,"Terrible, broke after one day."
B000000277,Sample Product 277,Computers|Laptops|Gaming,₹4327,₹1130,51%,2.5,"7,834",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000278,Sample Product 278,Electronics|TV|Smart,₹700,₹9353,21%,2.6,"1,894",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000279,Sample Product 279,Computers|Laptops|Gaming,₹1165,₹3352,26%,4.7,"30,574",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000280,Sample Product 280,Clothing|Men|Shirts,₹2236,₹1487,72%,4.2,"31,372",Great quality product with nice features.,Do not buy this waste of money.
B000000281,Sample Product 281,Clothing|Men|Shirts,₹2549,₹8122,73%,4.7,"40,875",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000282,Sample Product 282,Computers|Laptops|Gaming,₹2443,₹7827,41%,4.3,"11,827",Great quality product with nice features.,"Terrible, broke after one day."
B000000283,Sample Product 283,Home|Kitchen|Appliances,₹1963,₹9341,53%,3.8,"34,421",Great quality product with nice features.,"It is okay, nothing special."
B000000284,Sample Product 284,Computers|Laptops|Gaming,₹1418,₹9660,17%,4.0,"21,925",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000285,Sample Product 285,Home|Kitchen|Appliances,₹4811,₹1600,38%,4.7,"33,368",Great quality product with nice features.,"It is okay, nothing special."
B000000286,Sample Product 286,Electronics|TV|Smart,₹3697,₹7152,57%,3.7,"21,200",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000287,Sample Product 287,Electronics|TV|Smart,₹3862,₹9132,55%,3.9,"25,869",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000288,Sample Product 288,Electronics|TV|Smart,₹4770,₹7921,7%,2.5,"8,793",Great quality product with nice features.,Do not buy this waste of money.
B000000289,Sample Product 289,Clothing|Men|Shirts,₹2290,₹5516,46%,3.4,"20,598",Great quality product with nice features.,"It is okay, nothing special."
B000000290,Sample Product 290,Electronics|TV|Smart,₹1092,₹1269,36%,4.1,"36,406",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000291,Sample Product 291,Home|Kitchen|Appliances,₹2812,₹1843,55%,2.8,"32,697",Great quality product with nice features.,Do not buy this waste of money.
B000000292,Sample Product 292,Electronics|TV|Smart,₹2292,₹4858,50%,2.6,"43,124",Great quality product with nice features.,"It is okay, nothing special."
B000000293,Sample Product 293,Computers|Laptops|Gaming,₹1348,₹7280,25%,2.9,"15,990",Great quality product with nice features.,"Terrible, broke after one day."
B000000294,Sample Product 294,Computers|Laptops|Gaming,₹3154,₹7102,48%,2.7,"28,932",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000295,Sample Product 295,Clothing|Men|Shirts,₹4698,₹2849,15%,2.6,"9,291",Great quality product with nice features.,"Terrible, broke after one day."
B000000296,Sample Product 296,Computers|Laptops|Gaming,₹4133,₹6199,72%,3.3,"38,368",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000297,Sample Product 297,Home|Kitchen|Appliances,₹2097,₹1741,5%,4.7,"14,343",Great quality product with nice features.,"Terrible, broke after one day."
B000000298,Sample Product 298,Electronics|TV|Smart,₹3787,₹1625,67%,3.5,"24,942",Great quality product with nice features.,"Terrible, broke after one day."
B000000299,Sample Product 299,Clothing|Men|Shirts,₹2251,₹9882,28%,2.6,"13,946",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000300,Sample Product 300,Electronics|TV|Smart,₹4118,₹7264,17%,2.2,"10,763",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000301,Sample Product 301,Electronics|TV|Smart,₹3210,₹5601,15%,4.1,"30,134",Great quality product with nice features.,"Terrible, broke after one day."
B000000302,Sample Product 302,Home|Kitchen|Appliances,₹2070,₹8343,55%,3.1,"47,081",Great quality product with nice features.,Do not buy this waste of money.
B000000303,Sample Product 303,Computers|Laptops|Gaming,₹297,₹572,21%,4.5,"40,151",Great quality product with nice features.,"It is okay, nothing special."
B000000304,Sample Product 304,Computers|Laptops|Gaming,₹2726,₹5972,28%,4.0,"27,053",Great quality product with nice features.,"Terrible, broke after one day."
B000000305,Sample Product 305,Electronics|TV|Smart,₹1302,₹5689,23%,4.4,"41,751",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000306,Sample Product 306,Clothing|Men|Shirts,₹2135,₹2972,41%,2.8,"19,954",Great quality product with nice features.,"Terrible, broke after one day."
B000000307,Sample Product 307,Computers|Laptops|Gaming,₹577,₹1207,12%,4.1,"40,476",Great quality product with nice features.,"It is okay, nothing special."
B000000308,Sample Product 308,Clothing|Men|Shirts,₹1354,₹2304,32%,2.8,"17,131",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000309,Sample Product 309,Computers|Laptops|Gaming,₹1022,₹7204,9%,4.8,"31,087",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000310,Sample Product 310,Clothing|Men|Shirts,₹519,₹4213,21%,3.9,"4,634",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000311,Sample Product 311,Home|Kitchen|Appliances,₹2304,₹5551,40%,3.0,"17,305",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000312,Sample Product 312,Clothing|Men|Shirts,₹2697,₹2975,23%,2.8,"42,038",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000313,Sample Product 313,Home|Kitchen|Appliances,₹1220,₹4110,68%,2.6,"32,285",Great quality product with nice features.,"It is okay, nothing special."
B000000314,Sample Product 314,Home|Kitchen|Appliances,₹3168,₹4755,15%,4.1,"46,547",Great quality product with nice features.,"It is okay, nothing special."
B000000315,Sample Product 315,Clothing|Men|Shirts,₹1050,₹7897,58%,2.7,"7,009",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000316,Sample Product 316,Home|Kitchen|Appliances,₹2436,₹2235,49%,3.8,"48,292",Great quality product with nice features.,"Terrible, broke after one day."
B000000317,Sample Product 317,Electronics|TV|Smart,₹2343,₹8758,51%,2.8,"27,406",Great quality product with nice features.,"It is okay, nothing special."
B000000318,Sample Product 318,Home|Kitchen|Appliances,₹2745,₹8479,16%,4.0,"36,387",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000319,Sample Product 319,Computers|Laptops|Gaming,₹1957,₹2928,25%,4.4,"25,374",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000320,Sample Product 320,Clothing|Men|Shirts,₹4712,₹7926,15%,4.3,"20,828",Great quality product with nice features.,Do not buy this waste of money.
B000000321,Sample Product 321,Electronics|TV|Smart,₹1965,₹9033,9%,4.3,"33,041",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000322,Sample Product 322,Clothing|Men|Shirts,₹3012,₹5749,60%,2.6,"13,008",Great quality product with nice features.,Do not buy this waste of money.
B000000323,Sample Product 323,Computers|Laptops|Gaming,₹2953,₹5791,24%,2.3,"18,158",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000324,Sample Product 324,Computers|Laptops|Gaming,₹3328,₹3317,45%,4.1,"32,158",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000325,Sample Product 325,Computers|Laptops|Gaming,₹3819,₹9924,50%,3.1,"35,316",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000326,Sample Product 326,Home|Kitchen|Appliances,₹3328,₹4374,16%,3.3,"35,933",Great quality product with nice features.,"Terrible, broke after one day."
B000000327,Sample Product 327,Home|Kitchen|Appliances,₹2471,₹4711,74%,2.1,"21,165",Great quality product with nice features.,"Terrible, broke after one day."
B000000328,Sample Product 328,Clothing|Men|Shirts,₹2991,₹1161,21%,2.8,"14,415",Great quality product with nice features.,Do not buy this waste of money.
B000000329,Sample Product 329,Clothing|Men|Shirts,₹3856,₹3874,23%,2.1,"14,328",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000330,Sample Product 330,Electronics|TV|Smart,₹4325,₹9708,30%,4.6,"48,345",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000331,Sample Product 331,Electronics|TV|Smart,₹194,₹707,52%,2.7,947,Great quality product with nice features.,"Amazing product, totally worth it!"
B000000332,Sample Product 332,Clothing|Men|Shirts,₹2774,₹3165,56%,3.7,"14,694",Great quality product with nice features.,"It is okay, nothing special."
B000000333,Sample Product 333,Home|Kitchen|Appliances,₹2055,₹2993,74%,2.1,"27,242",Great quality product with nice features.,"Terrible, broke after one day."
B000000334,Sample Product 334,Computers|Laptops|Gaming,₹893,₹7313,59%,4.0,"49,659",Great quality product with nice features.,"Terrible, broke after one day."
B000000335,Sample Product 335,Clothing|Men|Shirts,₹1934,₹1132,79%,3.0,"30,255",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000336,Sample Product 336,Electronics|TV|Smart,₹2216,₹3583,37%,4.7,"15,541",Great quality product with nice features.,"Terrible, broke after one day."
B000000337,Sample Product 337,Home|Kitchen|Appliances,₹4206,₹4219,66%,4.7,"6,720",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000338,Sample Product 338,Clothing|Men|Shirts,₹3425,₹7623,27%,3.0,"41,204",Great quality product with nice features.,Do not buy this waste of money.
B000000339,Sample Product 339,Clothing|Men|Shirts,₹3019,₹2179,19%,4.7,"25,082",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000340,Sample Product 340,Home|Kitchen|Appliances,₹2697,₹736,31%,5.0,"11,351",Great quality product with nice features.,"It is okay, nothing special."
B000000341,Sample Product 341,Clothing|Men|Shirts,₹3305,₹7946,79%,4.5,"36,359",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000342,Sample Product 342,Home|Kitchen|Appliances,₹4907,₹4943,68%,4.5,"32,022",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000343,Sample Product 343,Computers|Laptops|Gaming,₹914,₹7270,55%,2.7,"42,833",Great quality product with nice features.,Do not buy this waste of money.
B000000344,Sample Product 344,Home|Kitchen|Appliances,₹445,₹6599,57%,3.7,"28,370",Great quality product with nice features.,"Terrible, broke after one day."
B000000345,Sample Product 345,Home|Kitchen|Appliances,₹2449,₹9055,55%,2.2,"31,729",Great quality product with nice features.,"It is okay, nothing special."
B000000346,Sample Product 346,Home|Kitchen|Appliances,₹462,₹2868,51%,2.3,"17,577",Great quality product with nice features.,"Terrible, broke after one day."
B000000347,Sample Product 347,Clothing|Men|Shirts,₹2543,₹785,8%,5.0,"29,002",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000348,Sample Product 348,Clothing|Men|Shirts,₹2365,₹648,11%,3.0,"17,849",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000349,Sample Product 349,Home|Kitchen|Appliances,₹2288,₹4537,39%,4.2,391,Great quality product with nice features.,Really good for the price. Fast shipping.
B000000350,Sample Product 350,Clothing|Men|Shirts,₹3105,₹7049,52%,4.4,"22,000",Great quality product with nice features.,"Terrible, broke after one day."
B000000351,Sample Product 351,Electronics|TV|Smart,₹3381,₹7621,77%,4.6,"45,437",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000352,Sample Product 352,Electronics|TV|Smart,₹1084,₹5395,76%,5.0,"11,570",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000353,Sample Product 353,Clothing|Men|Shirts,₹1739,₹5780,49%,2.7,"13,030",Great quality product with nice features.,Do not buy this waste of money.
B000000354,Sample Product 354,Clothing|Men|Shirts,₹927,₹1512,76%,2.1,"22,491",Great quality product with nice features.,"Terrible, broke after one day."
B000000355,Sample Product 355,Home|Kitchen|Appliances,₹2830,₹3285,23%,3.2,"45,876",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000356,Sample Product 356,Computers|Laptops|Gaming,₹3631,₹4225,67%,2.4,"35,329",Great quality product with nice features.,"Terrible, broke after one day."
B000000357,Sample Product 357,Clothing|Men|Shirts,₹4551,₹5076,42%,2.1,"5,868",Great quality product with nice features.,Do not buy this waste of money.
B000000358,Sample Product 358,Electronics|TV|Smart,₹3035,₹6282,71%,3.1,"15,285",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000359,Sample Product 359,Home|Kitchen|Appliances,₹3976,₹6757,63%,4.4,"33,980",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000360,Sample Product 360,Clothing|Men|Shirts,₹226,₹2908,73%,3.7,"9,122",Great quality product with nice features.,"Terrible, broke after one day."
B000000361,Sample Product 361,Electronics|TV|Smart,₹3277,₹840,17%,2.9,"1,540",Great quality product with nice features.,"Terrible, broke after one day."
B000000362,Sample Product 362,Electronics|TV|Smart,₹3156,₹3317,51%,4.0,"25,489",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000363,Sample Product 363,Computers|Laptops|Gaming,₹703,₹2996,65%,2.7,"17,028",Great quality product with nice features.,Do not buy this waste of money.
B000000364,Sample Product 364,Home|Kitchen|Appliances,₹3549,₹6462,35%,2.0,"8,694",Great quality product with nice features.,"Amazing product, totally worth it!"
B000000365,Sample Product 365,Home|Kitchen|Appliances,₹4246,₹5799,26%,4.3,"8,922",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000366,Sample Product 366,Computers|Laptops|Gaming,₹3633,₹8074,47%,3.9,"10,311",Great quality product with nice features.,"Terrible, broke after one day."
B000000367,Sample Product 367,Computers|Laptops|Gaming,₹3467,₹2189,71%,4.3,"45,513",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000368,Sample Product 368,Home|Kitchen|Appliances,₹3468,₹3767,58%,2.1,"30,909",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000369,Sample Product 369,Home|Kitchen|Appliances,₹3897,₹4906,14%,4.5,"4,387",Great quality product with nice features.,"It is okay, nothing special."
B000000370,Sample Product 370,Clothing|Men|Shirts,₹1892,₹8953,46%,3.9,"32,264",Great quality product with nice features.,"It is okay, nothing special."
B000000371,Sample Product 371,Clothing|Men|Shirts,₹2961,₹1942,68%,3.7,"28,413",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000372,Sample Product 372,Computers|Laptops|Gaming,₹3576,₹9097,25%,3.9,"17,304",Great quality product with nice features.,"Terrible, broke after one day."
B000000373,Sample Product 373,Clothing|Men|Shirts,₹3517,₹4937,70%,4.6,"12,243",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000374,Sample Product 374,Electronics|TV|Smart,₹1745,₹5935,45%,3.8,"47,026",Great quality product with nice features.,"It is okay, nothing special."
B000000375,Sample Product 375,Clothing|Men|Shirts,₹1305,₹8935,28%,3.7,"8,948",Great quality product with nice features.,"Terrible, broke after one day."
B000000376,Sample Product 376,Clothing|Men|Shirts,₹3130,₹4607,39%,5.0,"46,715",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000377,Sample Product 377,Electronics|TV|Smart,₹2972,₹1060,60%,4.3,"5,931",Great quality product with nice features.,Do not buy this waste of money.
B000000378,Sample Product 378,Computers|Laptops|Gaming,₹3172,₹9285,34%,3.3,"38,171",Great quality product with nice features.,Do not buy this waste of money.
B000000379,Sample Product 379,Electronics|TV|Smart,₹1954,₹6048,61%,4.1,"48,786",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000380,Sample Product 380,Clothing|Men|Shirts,₹4121,₹2326,51%,3.2,508,Great quality product with nice features.,"Terrible, broke after one day."
B000000381,Sample Product 381,Computers|Laptops|Gaming,₹4762,₹8129,39%,2.7,"1,437",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000382,Sample Product 382,Clothing|Men|Shirts,₹2808,₹8825,23%,3.8,"27,152",Great quality product with nice features.,Really good for the price. Fast shipping.
B000000383,Sample Product 383,Electronics|TV|Smart,₹3602,₹3638,12%,4.8,"11,619",Great quality product with nice features.,"It is okay, nothing special."
